date,run1
2000-12-12,6.05461883544922
2000-12-13,6.05756711959839
2000-12-14,6.06033039093018
2000-12-15,6.06321096420288
2000-12-16,6.06627893447876
2000-12-17,6.06926202774048
2000-12-18,6.07275867462158
2000-12-19,6.07651376724243
2000-12-20,6.08007144927979
2000-12-21,6.08329486846924
2000-12-22,6.08660697937012
2000-12-23,6.09206390380859
2000-12-24,6.1005973815918
2000-12-25,6.11024188995361
2000-12-26,6.11842346191406
2000-12-27,6.12441968917847
2000-12-28,6.12832069396973
2000-12-29,6.13210439682007
2000-12-30,6.1360330581665
2000-12-31,6.13958358764648
2001-01-01,6.1430721282959
2001-01-02,6.14720916748047
2001-01-03,6.15116453170776
2001-01-04,6.15374612808228
2001-01-05,6.1561164855957
2001-01-06,6.15873098373413
2001-01-07,6.16248178482056
2001-01-08,6.1676287651062
2001-01-09,6.1724591255188
2001-01-10,6.17603063583374
2001-01-11,6.17898178100586
2001-01-12,6.1812858581543
2001-01-13,6.18361282348633
2001-01-14,6.18593788146973
2001-01-15,6.18881607055664
2001-01-16,6.19235038757324
2001-01-17,6.1959171295166
2001-01-18,6.1995906829834
2001-01-19,6.20362043380737
2001-01-20,6.2074933052063
2001-01-21,6.21150064468384
2001-01-22,6.21530961990356
2001-01-23,6.21973896026611
2001-01-24,6.22406435012817
2001-01-25,6.22768926620483
2001-01-26,6.23127174377441
2001-01-27,6.23425817489624
2001-01-28,6.2370867729187
2001-01-29,6.24027919769287
2001-01-30,6.24477529525757
2001-01-31,6.24840974807739
2001-02-01,6.25185489654541
2001-02-02,6.25537824630737
2001-02-03,6.25880765914917
2001-02-04,6.26214075088501
2001-02-05,6.26556062698364
2001-02-06,6.26953029632568
2001-02-07,6.27269172668457
2001-02-08,6.27591800689697
2001-02-09,6.27951574325562
2001-02-10,6.28325414657593
2001-02-11,6.28720426559448
2001-02-12,6.29150199890137
2001-02-13,6.29539012908936
2001-02-14,6.29882621765137
2001-02-15,6.30288553237915
2001-02-16,6.30759239196777
2001-02-17,6.31247711181641
2001-02-18,6.31698608398438
2001-02-19,6.32177829742432
2001-02-20,6.32710409164429
2001-02-21,6.3327488899231
2001-02-22,6.33816432952881
2001-02-23,6.34350824356079
2001-02-24,6.34802484512329
2001-02-25,6.35243082046509
2001-02-26,6.35841941833496
2001-02-27,6.36487007141113
2001-02-28,6.37107753753662
2001-03-01,7.50705242156982
2001-03-02,7.48346281051636
2001-03-03,7.48530006408691
2001-03-04,7.48685741424561
2001-03-05,7.48822975158691
2001-03-06,7.48960542678833
2001-03-07,7.49114084243774
2001-03-08,7.49272680282593
2001-03-09,7.49434232711792
2001-03-10,7.49598264694214
2001-03-11,7.49773836135864
2001-03-12,7.49961757659912
2001-03-13,7.50148916244507
2001-03-14,7.50343370437622
2001-03-15,7.50543928146362
2001-03-16,7.50729894638062
2001-03-17,7.50909090042114
2001-03-18,7.51098394393921
2001-03-19,7.51287031173706
2001-03-20,7.51478433609009
2001-03-21,7.51668882369995
2001-03-22,7.51862001419067
2001-03-23,7.52064180374146
2001-03-24,7.52277994155884
2001-03-25,7.52482986450195
2001-03-26,7.52679300308228
2001-03-27,7.52867317199707
2001-03-28,7.53054237365723
2001-03-29,7.53212404251099
2001-03-30,7.53391122817993
2001-03-31,7.53620576858521
2001-04-01,7.53872966766357
2001-04-02,7.54144906997681
2001-04-03,7.54400157928467
2001-04-04,7.54624652862549
2001-04-05,7.54843664169312
2001-04-06,7.55058574676514
2001-04-07,7.55267572402954
2001-04-08,7.55513143539429
2001-04-09,7.55827665328979
2001-04-10,7.56140851974487
2001-04-11,7.56438827514648
2001-04-12,7.56774616241455
2001-04-13,7.57096815109253
2001-04-14,7.57418966293335
2001-04-15,7.57784271240234
2001-04-16,7.5809965133667
2001-04-17,7.58330917358398
2001-04-18,7.58556699752808
2001-04-19,7.58785104751587
2001-04-20,7.59047794342041
2001-04-21,7.59369897842407
2001-04-22,7.59732913970947
2001-04-23,7.60115671157837
2001-04-24,7.60515117645264
2001-04-25,7.60906076431274
2001-04-26,7.61267948150635
2001-04-27,7.61618661880493
2001-04-28,7.61971139907837
2001-04-29,7.62331247329712
2001-04-30,7.62627935409546
2001-05-01,7.62948226928711
2001-05-02,7.63287878036499
2001-05-03,7.63605356216431
2001-05-04,7.63936328887939
2001-05-05,7.64246129989624
2001-05-06,7.64584732055664
2001-05-07,7.64954948425293
2001-05-08,7.65320301055908
2001-05-09,7.65681314468384
2001-05-10,7.65985107421875
2001-05-11,7.66304588317871
2001-05-12,7.6668758392334
2001-05-13,7.67091608047485
2001-05-14,7.67482376098633
2001-05-15,7.6787428855896
2001-05-16,7.68288946151733
2001-05-17,7.68645334243774
2001-05-18,7.6893105506897
2001-05-19,7.69257831573486
2001-05-20,7.69622468948364
2001-05-21,7.69921970367432
2001-05-22,7.7024941444397
2001-05-23,7.70576143264771
2001-05-24,7.70887756347656
2001-05-25,7.71247243881226
2001-05-26,7.71657419204712
2001-05-27,7.72041511535645
2001-05-28,7.72435855865479
2001-05-29,7.72848558425903
2001-05-30,7.73256063461304
2001-05-31,7.73628807067871
2001-06-01,7.64724588394165
2001-06-02,7.64990425109863
2001-06-03,7.65272665023804
2001-06-04,7.65599536895752
2001-06-05,7.65957260131836
2001-06-06,7.66266012191772
2001-06-07,7.66582250595093
2001-06-08,7.66921949386597
2001-06-09,7.67209672927856
2001-06-10,7.67457103729248
2001-06-11,7.67737150192261
2001-06-12,7.6808557510376
2001-06-13,7.68440961837769
2001-06-14,7.687912940979
2001-06-15,7.69151496887207
2001-06-16,7.69489336013794
2001-06-17,7.69784069061279
2001-06-18,7.70114755630493
2001-06-19,7.70493173599243
2001-06-20,7.70889043807983
2001-06-21,7.71286869049072
2001-06-22,7.71683263778687
2001-06-23,7.72070837020874
2001-06-24,7.72444486618042
2001-06-25,7.72806978225708
2001-06-26,7.73190784454346
2001-06-27,7.73547172546387
2001-06-28,7.73887920379639
2001-06-29,7.74255037307739
2001-06-30,7.74635076522827
2001-07-01,7.75012111663818
2001-07-02,7.7538685798645
2001-07-03,7.75741624832153
2001-07-04,7.76068305969238
2001-07-05,7.76388931274414
2001-07-06,7.76714468002319
2001-07-07,7.77035617828369
2001-07-08,7.77350044250488
2001-07-09,7.7765064239502
2001-07-10,7.77941274642944
2001-07-11,7.78224992752075
2001-07-12,7.78473520278931
2001-07-13,7.78700828552246
2001-07-14,7.78969097137451
2001-07-15,7.79234552383423
2001-07-16,7.79503726959229
2001-07-17,7.79845857620239
2001-07-18,7.80146360397339
2001-07-19,7.80377244949341
2001-07-20,7.80715274810791
2001-07-21,7.81147003173828
2001-07-22,7.81573009490967
2001-07-23,7.81976413726807
2001-07-24,7.82336568832397
2001-07-25,7.82685279846191
2001-07-26,7.83052110671997
2001-07-27,7.83431434631348
2001-07-28,7.83804321289062
2001-07-29,7.84177684783936
2001-07-30,7.8456130027771
2001-07-31,7.84935283660889
2001-08-01,7.85281753540039
2001-08-02,7.85598182678223
2001-08-03,7.85891962051392
2001-08-04,7.8614821434021
2001-08-05,7.86414051055908
2001-08-06,7.86720037460327
2001-08-07,7.87036848068237
2001-08-08,7.8730525970459
2001-08-09,7.8755030632019
2001-08-10,7.87811899185181
2001-08-11,7.88072729110718
2001-08-12,7.88348197937012
2001-08-13,7.8867301940918
2001-08-14,7.89012336730957
2001-08-15,7.89306449890137
2001-08-16,7.89587354660034
2001-08-17,7.89897155761719
2001-08-18,7.90175533294678
2001-08-19,7.90444087982178
2001-08-20,7.90738344192505
2001-08-21,7.91079139709473
2001-08-22,7.91401529312134
2001-08-23,7.91692399978638
2001-08-24,7.91989612579346
2001-08-25,7.92286157608032
2001-08-26,7.92596769332886
2001-08-27,7.9294810295105
2001-08-28,7.93308115005493
2001-08-29,7.93610000610352
2001-08-30,7.93860912322998
2001-08-31,7.94096040725708
2001-09-01,7.56888198852539
2001-09-02,7.57071495056152
2001-09-03,7.57281923294067
2001-09-04,7.57486057281494
2001-09-05,7.57658433914185
2001-09-06,7.57854080200195
2001-09-07,7.58077955245972
2001-09-08,7.58299684524536
2001-09-09,7.58514356613159
2001-09-10,7.58696222305298
2001-09-11,7.58899927139282
2001-09-12,7.5912013053894
2001-09-13,7.59342336654663
2001-09-14,7.59545946121216
2001-09-15,7.59738969802856
2001-09-16,7.59949493408203
2001-09-17,7.60161924362183
2001-09-18,7.60389614105225
2001-09-19,7.60643911361694
2001-09-20,7.60886192321777
2001-09-21,7.61099720001221
2001-09-22,7.61311960220337
2001-09-23,7.61527442932129
2001-09-24,7.6176061630249
2001-09-25,7.62000751495361
2001-09-26,7.62254762649536
2001-09-27,7.62506103515625
2001-09-28,7.62730884552002
2001-09-29,7.62949657440186
2001-09-30,7.63191318511963
2001-10-01,7.63451766967773
2001-10-02,7.63707399368286
2001-10-03,7.63950777053833
2001-10-04,7.64185380935669
2001-10-05,7.6440634727478
2001-10-06,7.64616441726685
2001-10-07,7.64820289611816
2001-10-08,7.6504054069519
2001-10-09,7.65259027481079
2001-10-10,7.65433120727539
2001-10-11,7.65606689453125
2001-10-12,7.65787124633789
2001-10-13,7.6596941947937
2001-10-14,7.66161727905273
2001-10-15,7.663733959198
2001-10-16,7.66565036773682
2001-10-17,7.66736364364624
2001-10-18,7.66890287399292
2001-10-19,7.67066335678101
2001-10-20,7.67248058319092
2001-10-21,7.67437124252319
2001-10-22,7.6764087677002
2001-10-23,7.67839050292969
2001-10-24,7.68024253845215
2001-10-25,7.68211507797241
2001-10-26,7.68400859832764
2001-10-27,7.6859188079834
2001-10-28,7.68780183792114
2001-10-29,7.68973255157471
2001-10-30,7.69163942337036
2001-10-31,7.69357442855835
2001-11-01,7.69540691375732
2001-11-02,7.69715166091919
2001-11-03,7.69903326034546
2001-11-04,7.70097255706787
2001-11-05,7.70279169082642
2001-11-06,7.70424032211304
2001-11-07,7.70579051971436
2001-11-08,7.70742845535278
2001-11-09,7.7093300819397
2001-11-10,7.7111234664917
2001-11-11,7.71275424957275
2001-11-12,7.71450996398926
2001-11-13,7.71639728546143
2001-11-14,7.7181248664856
2001-11-15,7.72000646591187
2001-11-16,7.72265100479126
2001-11-17,7.72567367553711
2001-11-18,7.72854423522949
2001-11-19,7.73119497299194
2001-11-20,7.73368549346924
2001-11-21,7.73621034622192
2001-11-22,7.73867750167847
2001-11-23,7.74092102050781
2001-11-24,7.74286222457886
2001-11-25,7.74481582641602
2001-11-26,7.74687194824219
2001-11-27,7.74880743026733
2001-11-28,7.75070476531982
2001-11-29,7.75248956680298
2001-11-30,7.754225730896
2001-12-01,7.23574733734131
2001-12-02,7.23755645751953
2001-12-03,7.23928070068359
2001-12-04,7.24091911315918
2001-12-05,7.24243354797363
2001-12-06,7.24410676956177
2001-12-07,7.24564599990845
2001-12-08,7.24702978134155
2001-12-09,7.2484655380249
2001-12-10,7.24997472763062
2001-12-11,7.25158023834229
2001-12-12,7.25304508209229
2001-12-13,7.25457668304443
2001-12-14,7.25597667694092
2001-12-15,7.25747394561768
2001-12-16,7.259108543396
2001-12-17,7.26076650619507
2001-12-18,7.26236867904663
2001-12-19,7.26370191574097
2001-12-20,7.2653865814209
2001-12-21,7.26724672317505
2001-12-22,7.26906299591064
2001-12-23,7.27059841156006
2001-12-24,7.27221584320068
2001-12-25,7.27395391464233
2001-12-26,7.27573537826538
2001-12-27,7.27756357192993
2001-12-28,7.27934408187866
2001-12-29,7.28111267089844
2001-12-30,7.28285455703735
2001-12-31,7.28451299667358
2002-01-01,7.2861533164978
2002-01-02,7.28778028488159
2002-01-03,7.28954172134399
2002-01-04,7.29139280319214
2002-01-05,7.29331970214844
2002-01-06,7.29539346694946
2002-01-07,7.29748916625977
2002-01-08,7.29949522018433
2002-01-09,7.30147409439087
2002-01-10,7.30501556396484
2002-01-11,7.54356002807617
2002-01-12,7.53382921218872
2002-01-13,7.49480533599854
2002-01-14,7.48548984527588
2002-01-15,7.47661876678467
2002-01-16,7.45250129699707
2002-01-17,7.39975452423096
2002-01-18,7.33790683746338
2002-01-19,7.28924798965454
2002-01-20,7.25836133956909
2002-01-21,7.22780418395996
2002-01-22,7.2001805305481
2002-01-23,7.19003629684448
2002-01-24,7.18349742889404
2002-01-25,7.18046140670776
2002-01-26,7.16998767852783
2002-01-27,7.16255617141724
2002-01-28,7.16301250457764
2002-01-29,7.1634840965271
2002-01-30,7.16393375396729
2002-01-31,7.16434526443481
2002-02-01,7.16481685638428
2002-02-02,7.16537284851074
2002-02-03,7.16589450836182
2002-02-04,7.16639184951782
2002-02-05,7.16690969467163
2002-02-06,7.16744327545166
2002-02-07,7.16805410385132
2002-02-08,7.16869401931763
2002-02-09,7.16933345794678
2002-02-10,7.16997766494751
2002-02-11,7.17063570022583
2002-02-12,7.1713399887085
2002-02-13,7.1720666885376
2002-02-14,7.17266654968262
2002-02-15,7.17319488525391
2002-02-16,7.17366361618042
2002-02-17,7.17411804199219
2002-02-18,7.1748046875
2002-02-19,7.17557573318481
2002-02-20,7.17630767822266
2002-02-21,7.17708349227905
2002-02-22,7.17791175842285
2002-02-23,7.17872858047485
2002-02-24,7.1794900894165
2002-02-25,7.18018293380737
2002-02-26,7.18091678619385
2002-02-27,7.18176889419556
2002-02-28,7.18253755569458
2002-03-01,7.00071239471436
2002-03-02,7.00134181976318
2002-03-03,7.00209331512451
2002-03-04,7.00306367874146
2002-03-05,7.00389099121094
2002-03-06,7.00456094741821
2002-03-07,7.00538778305054
2002-03-08,7.00642395019531
2002-03-09,7.00748348236084
2002-03-10,7.00856924057007
2002-03-11,7.00967454910278
2002-03-12,7.0106463432312
2002-03-13,7.01168441772461
2002-03-14,7.01287078857422
2002-03-15,7.01408243179321
2002-03-16,7.01513528823853
2002-03-17,7.01604986190796
2002-03-18,7.01710939407349
2002-03-19,7.01828336715698
2002-03-20,7.01951551437378
2002-03-21,7.02083253860474
2002-03-22,7.02217674255371
2002-03-23,7.02348661422729
2002-03-24,7.02475929260254
2002-03-25,7.02596807479858
2002-03-26,7.02709245681763
2002-03-27,7.02830600738525
2002-03-28,7.02961874008179
2002-03-29,7.03070545196533
2002-03-30,7.03175830841064
2002-03-31,7.03306579589844
2002-04-01,7.03452396392822
2002-04-02,7.03573989868164
2002-04-03,7.03657007217407
2002-04-04,7.03768682479858
2002-04-05,7.03928804397583
2002-04-06,7.04077100753784
2002-04-07,7.04189443588257
2002-04-08,7.04284858703613
2002-04-09,7.04411554336548
2002-04-10,7.04538631439209
2002-04-11,7.04655933380127
2002-04-12,7.04796886444092
2002-04-13,7.04954195022583
2002-04-14,7.05111408233643
2002-04-15,7.05256605148315
2002-04-16,7.05412626266479
2002-04-17,7.05573606491089
2002-04-18,7.05724477767944
2002-04-19,7.05857038497925
2002-04-20,7.05992841720581
2002-04-21,7.06133031845093
2002-04-22,7.06262969970703
2002-04-23,7.06399917602539
2002-04-24,7.06530714035034
2002-04-25,7.06657314300537
2002-04-26,7.06779813766479
2002-04-27,7.06890916824341
2002-04-28,7.06998586654663
2002-04-29,7.07105779647827
2002-04-30,7.07218503952026
2002-05-01,7.07326078414917
2002-05-02,7.07416772842407
2002-05-03,7.0751781463623
2002-05-04,7.07631158828735
2002-05-05,7.07748317718506
2002-05-06,7.07855796813965
2002-05-07,7.07958459854126
2002-05-08,7.0805196762085
2002-05-09,7.08178567886353
2002-05-10,7.08299922943115
2002-05-11,7.08412981033325
2002-05-12,7.08542251586914
2002-05-13,7.08680057525635
2002-05-14,7.0879111289978
2002-05-15,7.08887720108032
2002-05-16,7.08988428115845
2002-05-17,7.09084272384644
2002-05-18,7.09166669845581
2002-05-19,7.09275531768799
2002-05-20,7.09374380111694
2002-05-21,7.09443712234497
2002-05-22,7.09507656097412
2002-05-23,7.09569549560547
2002-05-24,7.09644412994385
2002-05-25,7.09735584259033
2002-05-26,7.09829568862915
2002-05-27,7.09929656982422
2002-05-28,7.10031890869141
2002-05-29,7.10121297836304
2002-05-30,7.10222339630127
2002-05-31,7.10328960418701
2002-06-01,6.67976999282837
2002-06-02,6.68261766433716
2002-06-03,6.68550872802734
2002-06-04,6.68803787231445
2002-06-05,6.6902289390564
2002-06-06,6.6926531791687
2002-06-07,6.6954288482666
2002-06-08,6.69756078720093
2002-06-09,6.69993925094604
2002-06-10,6.7029242515564
2002-06-11,6.70577669143677
2002-06-12,6.70871877670288
2002-06-13,6.71170425415039
2002-06-14,6.71469163894653
2002-06-15,6.71772146224976
2002-06-16,6.7206654548645
2002-06-17,6.72348165512085
2002-06-18,6.72638654708862
2002-06-19,6.72901391983032
2002-06-20,6.73126697540283
2002-06-21,6.7340030670166
2002-06-22,6.73703861236572
2002-06-23,6.73990058898926
2002-06-24,6.74273872375488
2002-06-25,6.74575185775757
2002-06-26,6.74870014190674
2002-06-27,6.75171756744385
2002-06-28,6.75451040267944
2002-06-29,6.75676918029785
2002-06-30,6.7585597038269
2002-07-01,6.76056528091431
2002-07-02,6.76283740997314
2002-07-03,6.76520395278931
2002-07-04,6.76746034622192
2002-07-05,6.76955509185791
2002-07-06,6.77141237258911
2002-07-07,6.77379941940308
2002-07-08,6.77690982818604
2002-07-09,6.78003692626953
2002-07-10,6.78275871276855
2002-07-11,6.78528070449829
2002-07-12,6.78789758682251
2002-07-13,6.79036664962769
2002-07-14,6.79274940490723
2002-07-15,6.79568815231323
2002-07-16,6.79847478866577
2002-07-17,6.80125570297241
2002-07-18,6.80431747436523
2002-07-19,6.80722332000732
2002-07-20,6.81026363372803
2002-07-21,6.8136043548584
2002-07-22,6.81703567504883
2002-07-23,6.82028293609619
2002-07-24,6.8233904838562
2002-07-25,6.82613897323608
2002-07-26,6.82865190505981
2002-07-27,6.83148813247681
2002-07-28,6.83457612991333
2002-07-29,6.83786249160767
2002-07-30,6.84110450744629
2002-07-31,6.84359264373779
2002-08-01,6.84619522094727
2002-08-02,6.84948062896729
2002-08-03,6.85295438766479
2002-08-04,6.85613298416138
2002-08-05,6.85921144485474
2002-08-06,6.86203575134277
2002-08-07,6.86463165283203
2002-08-08,6.86728525161743
2002-08-09,6.87011623382568
2002-08-10,6.87349367141724
2002-08-11,6.87746238708496
2002-08-12,6.88175249099731
2002-08-13,6.88565063476562
2002-08-14,6.8891487121582
2002-08-15,6.89227962493896
2002-08-16,6.89519929885864
2002-08-17,6.89837169647217
2002-08-18,6.90148210525513
2002-08-19,6.90401411056519
2002-08-20,6.90706586837769
2002-08-21,6.91009759902954
2002-08-22,6.91290616989136
2002-08-23,6.9157919883728
2002-08-24,6.91858291625977
2002-08-25,6.92113542556763
2002-08-26,6.92378377914429
2002-08-27,6.92643451690674
2002-08-28,6.92917776107788
2002-08-29,6.93172359466553
2002-08-30,6.9337420463562
2002-08-31,6.93533229827881
2002-09-01,6.14373874664307
2002-09-02,6.14531087875366
2002-09-03,6.14680528640747
2002-09-04,6.1480450630188
2002-09-05,6.14899730682373
2002-09-06,6.15002918243408
2002-09-07,6.15088176727295
2002-09-08,6.15131092071533
2002-09-09,6.15164709091187
2002-09-10,6.15255784988403
2002-09-11,6.15381860733032
2002-09-12,6.15497970581055
2002-09-13,6.15611982345581
2002-09-14,6.15751695632935
2002-09-15,6.15906810760498
2002-09-16,6.16063928604126
2002-09-17,6.16189908981323
2002-09-18,6.16221046447754
2002-09-19,6.16279363632202
2002-09-20,6.1638708114624
2002-09-21,6.16460275650024
2002-09-22,6.16558504104614
2002-09-23,6.16660642623901
2002-09-24,6.16764497756958
2002-09-25,6.16838264465332
2002-09-26,6.16929531097412
2002-09-27,6.17020702362061
2002-09-28,6.17118358612061
2002-09-29,6.17239952087402
2002-09-30,6.17401218414307
2002-10-01,6.17566728591919
2002-10-02,6.17717695236206
2002-10-03,6.17867565155029
2002-10-04,6.18036127090454
2002-10-05,6.18209934234619
2002-10-06,6.18383455276489
2002-10-07,6.18550157546997
2002-10-08,6.18712377548218
2002-10-09,6.18863821029663
2002-10-10,6.19019985198975
2002-10-11,6.19213104248047
2002-10-12,6.19414234161377
2002-10-13,6.19605875015259
2002-10-14,6.19797897338867
2002-10-15,6.19983863830566
2002-10-16,6.20164060592651
2002-10-17,6.20336723327637
2002-10-18,6.20500946044922
2002-10-19,6.20662021636963
2002-10-20,6.20824956893921
2002-10-21,6.20982217788696
2002-10-22,6.21141576766968
2002-10-23,6.21292972564697
2002-10-24,6.21444511413574
2002-10-25,6.21606636047363
2002-10-26,6.21769237518311
2002-10-27,6.21930408477783
2002-10-28,6.22082901000977
2002-10-29,6.2220983505249
2002-10-30,6.22363042831421
2002-10-31,6.22514820098877
2002-11-01,6.22665929794312
2002-11-02,6.22818231582642
2002-11-03,6.22953033447266
2002-11-04,6.23084878921509
2002-11-05,6.23220729827881
2002-11-06,6.23364973068237
2002-11-07,6.23510026931763
2002-11-08,6.23662805557251
2002-11-09,6.23794889450073
2002-11-10,6.23877859115601
2002-11-11,6.23967218399048
2002-11-12,6.24085187911987
2002-11-13,6.24228763580322
2002-11-14,6.24381160736084
2002-11-15,6.24531126022339
2002-11-16,6.24685716629028
2002-11-17,6.24838066101074
2002-11-18,6.24993944168091
2002-11-19,6.25150012969971
2002-11-20,6.25300025939941
2002-11-21,6.25446939468384
2002-11-22,6.25598955154419
2002-11-23,6.25752639770508
2002-11-24,6.25900840759277
2002-11-25,6.26050758361816
2002-11-26,6.2621054649353
2002-11-27,6.26370859146118
2002-11-28,6.26514196395874
2002-11-29,6.2664942741394
2002-11-30,6.26783895492554
2002-12-01,5.25382995605469
2002-12-02,5.25411605834961
2002-12-03,5.25498867034912
2002-12-04,5.2569842338562
2002-12-05,5.25908946990967
2002-12-06,5.26115989685059
2002-12-07,5.26321172714233
2002-12-08,5.26521968841553
2002-12-09,5.26718425750732
2002-12-10,5.26927852630615
2002-12-11,5.27173757553101
2002-12-12,5.27428483963013
2002-12-13,5.27672719955444
2002-12-14,5.27896165847778
2002-12-15,5.28094720840454
2002-12-16,5.28243923187256
2002-12-17,5.28446435928345
2002-12-18,5.28628301620483
2002-12-19,5.28793668746948
2002-12-20,5.28969669342041
2002-12-21,5.29154443740845
2002-12-22,5.29336214065552
2002-12-23,5.29534101486206
2002-12-24,5.29728412628174
2002-12-25,5.29900407791138
2002-12-26,5.30093669891357
2002-12-27,5.30285596847534
2002-12-28,5.3046727180481
2002-12-29,5.30644273757935
2002-12-30,5.30829906463623
2002-12-31,5.31012535095215
2003-01-01,5.31203317642212
2003-01-02,5.31379890441895
2003-01-03,5.31547784805298
2003-01-04,5.31732749938965
2003-01-05,5.3190279006958
2003-01-06,5.32080984115601
2003-01-07,5.32264518737793
2003-01-08,5.32437944412231
2003-01-09,5.32604169845581
2003-01-10,5.32786703109741
2003-01-11,5.32979154586792
2003-01-12,5.33165979385376
2003-01-13,5.33352851867676
2003-01-14,5.33493566513062
2003-01-15,5.3363733291626
2003-01-16,5.33810806274414
2003-01-17,5.33991241455078
2003-01-18,5.34170150756836
2003-01-19,5.34347438812256
2003-01-20,5.34533834457397
2003-01-21,5.34692239761353
2003-01-22,5.34892749786377
2003-01-23,5.35089159011841
2003-01-24,5.35290098190308
2003-01-25,5.35479497909546
2003-01-26,5.3567681312561
2003-01-27,5.35876035690308
2003-01-28,5.36075258255005
2003-01-29,5.3626184463501
2003-01-30,5.36446571350098
2003-01-31,5.3662109375
2003-02-01,5.36799383163452
2003-02-02,5.36973810195923
2003-02-03,5.37146711349487
2003-02-04,5.37342405319214
2003-02-05,5.37523794174194
2003-02-06,5.37710332870483
2003-02-07,5.37881755828857
2003-02-08,5.38046836853027
2003-02-09,5.3821816444397
2003-02-10,5.38417100906372
2003-02-11,5.38611698150635
2003-02-12,5.38764238357544
2003-02-13,5.38925457000732
2003-02-14,5.39071035385132
2003-02-15,5.39136695861816
2003-02-16,5.39184331893921
2003-02-17,5.39244318008423
2003-02-18,5.39323759078979
2003-02-19,5.39371156692505
2003-02-20,5.39431858062744
2003-02-21,5.39569616317749
2003-02-22,5.39763736724854
2003-02-23,5.40000581741333
2003-02-24,5.4027853012085
2003-02-25,5.40570116043091
2003-02-26,5.41007852554321
2003-02-27,5.41646099090576
2003-02-28,5.42304182052612
2003-03-01,7.37310457229614
2003-03-02,7.37346506118774
2003-03-03,7.37377977371216
2003-03-04,7.37414693832397
2003-03-05,7.37460374832153
2003-03-06,7.37501430511475
2003-03-07,7.37543106079102
2003-03-08,7.3758430480957
2003-03-09,7.37626791000366
2003-03-10,7.37681245803833
2003-03-11,7.37740802764893
2003-03-12,7.37801027297974
2003-03-13,7.37862157821655
2003-03-14,7.37920379638672
2003-03-15,7.37967443466187
2003-03-16,7.38021802902222
2003-03-17,7.38094806671143
2003-03-18,7.38170862197876
2003-03-19,7.38249063491821
2003-03-20,7.38330698013306
2003-03-21,7.38414430618286
2003-03-22,7.38500833511353
2003-03-23,7.38590145111084
2003-03-24,7.38684511184692
2003-03-25,7.38785028457642
2003-03-26,7.38886308670044
2003-03-27,7.38972568511963
2003-03-28,7.39025402069092
2003-03-29,7.39075231552124
2003-03-30,7.39134740829468
2003-03-31,7.39212369918823
2003-04-01,7.39313316345215
2003-04-02,7.39394760131836
2003-04-03,7.39489364624023
2003-04-04,7.39604139328003
2003-04-05,7.39723491668701
2003-04-06,7.39850330352783
2003-04-07,7.39973211288452
2003-04-08,7.40062665939331
2003-04-09,7.4014720916748
2003-04-10,7.40252351760864
2003-04-11,7.4036283493042
2003-04-12,7.40475797653198
2003-04-13,7.40595960617065
2003-04-14,7.40699577331543
2003-04-15,7.40806722640991
2003-04-16,7.4092116355896
2003-04-17,7.41037750244141
2003-04-18,7.41151666641235
2003-04-19,7.41261863708496
2003-04-20,7.41364574432373
2003-04-21,7.414710521698
2003-04-22,7.41593313217163
2003-04-23,7.41726875305176
2003-04-24,7.41859769821167
2003-04-25,7.41983461380005
2003-04-26,7.42100429534912
2003-04-27,7.42215251922607
2003-04-28,7.42347717285156
2003-04-29,7.42493295669556
2003-04-30,7.42613649368286
2003-05-01,7.42729902267456
2003-05-02,7.42863655090332
2003-05-03,7.43022871017456
2003-05-04,7.4317512512207
2003-05-05,7.43330860137939
2003-05-06,7.43464803695679
2003-05-07,7.43588590621948
2003-05-08,7.43728971481323
2003-05-09,7.43885469436646
2003-05-10,7.44029331207275
2003-05-11,7.44174814224243
2003-05-12,7.44327211380005
2003-05-13,7.44464778900146
2003-05-14,7.4459114074707
2003-05-15,7.44719791412354
2003-05-16,7.44856929779053
2003-05-17,7.44985389709473
2003-05-18,7.45137882232666
2003-05-19,7.45330142974854
2003-05-20,7.45517778396606
2003-05-21,7.45665454864502
2003-05-22,7.45835638046265
2003-05-23,7.46040964126587
2003-05-24,7.4623908996582
2003-05-25,7.46387100219727
2003-05-26,7.46516513824463
2003-05-27,7.46687936782837
2003-05-28,7.46887111663818
2003-05-29,7.47097873687744
2003-05-30,7.47312784194946
2003-05-31,7.47523021697998
2003-06-01,6.75340032577515
2003-06-02,6.75571346282959
2003-06-03,6.7578239440918
2003-06-04,6.76009082794189
2003-06-05,6.7623987197876
2003-06-06,6.76448059082031
2003-06-07,6.76687526702881
2003-06-08,6.76936054229736
2003-06-09,6.77197980880737
2003-06-10,6.77469444274902
2003-06-11,6.77732801437378
2003-06-12,6.77991056442261
2003-06-13,6.78228950500488
2003-06-14,6.78452682495117
2003-06-15,6.78663110733032
2003-06-16,6.78865385055542
2003-06-17,6.79062223434448
2003-06-18,6.79252910614014
2003-06-19,6.79507684707642
2003-06-20,6.79835605621338
2003-06-21,6.80143737792969
2003-06-22,6.80443334579468
2003-06-23,6.80773162841797
2003-06-24,6.81112146377563
2003-06-25,6.81409072875977
2003-06-26,6.81684970855713
2003-06-27,6.81940364837646
2003-06-28,6.82178258895874
2003-06-29,6.82489967346191
2003-06-30,6.8285493850708
2003-07-01,6.83214378356934
2003-07-02,6.83519554138184
